English,Khmer
affirmation,ការអះអាង
affirmations,ការអះអាង
affirmative,វិជ្ជមាន
affirmatively,វិជ្ជមាន
affirmed,បញ្ជាក់
affirming,បញ្ជាក់
affirms,បញ្ជាក់
affix,affix
affixed,affix
affixes,affix
affixing,affix
afflict,រងទុក្ខ
afflicted,រងទុក្ខ
afflicting,ឡើយ
affliction,ទុក្ខវេទនា
afflictions,ទុក្ខលំបាក
afflicts,ទុក្ខវេទនា
affluence,សម្បូរទ្រព្យធន
affluent,សម្បូរបែប
afflux,afflux
afford,លទ្ធភាព
affordability,តម្លៃសមរម្យ
affordable,មានតំលៃសមរម្យ
afforded,ផ្តល់
affording,មានតំលៃសមរម្យ
affords,មានតំលៃសមរម្យ
afforestation,ដាំដុះ
afforested,ដាំដុះ
affray,affray
affront,ការប្រមាថ
affronted,ការប្រមាថ
affronts,ការប្រមាថ
afghan,អាហ្គានីស្ថាន
afghani,អាហ្វហ្គានីស្ថាន
afghans,អាហ្គានីស្ថាន
afield,ឆ្ងាយ
afire,ភ្លើង
aflame,អណ្ដាត
afloat,អណ្តែត
afoot,ថ្មើរជើង
aforementioned,ខាងលើ
aforesaid,ថ្លែងរួចមក
aforethought,aforethought
afraid,ការភ័យខ្លាច
afresh,ធ្វើឱ្យស្រស់
africa,អាហ្រ្វិក
african,អាហ្រ្វិក
africans,ជនជាតិអាហ្វ្រិក
afro,Afro
afros,Afro
aft,ដ្លបាន
after,បន្ទាប់ពី
afterbirth,សុ
aftercare,aftercare
aftereffect,ផល
aftereffects,បន្ទាប់​ពី​ផល​ប៉ះពាល់
afterglow,ពន្លឺសន្ធៅ
afterlife,បន្ទាប់ពីស្លាប់
afterlives,វិញ្ញាណក្រោយពេលស្លាប់
aftermath,បន្ទាប់ពី
afternoon,រសៀល
afternoons,នៅពេលរសៀល
aftershave,aftershave
aftershocks,រញ្ជួយ
aftertaste,ចំណាត់ថ្នាក់
afterthought,គិតរំលង
afterthoughts,គិតរំលង
afterward,ក្រោយមក
afterwards,បន្ទាប់ពីនោះ
aga,Aga
again,ជាថ្មីម្តងទៀត
against,ប្រឆាំងនឹង
agakhan,agakhan
agape,អាហ្គេប
agar,agar
agaragar,agaragar
agave,agave
agaves,agaves
age,អាយុ
aged,មានអាយុពី
ageing,ភាពចាស់
ageings,ageings
ageism,ageism
ageless,ageless
agencies,ភ្នាក់ងារ
agency,ទីភ្នាក់ងារ
agenda,របៀបវារៈ
agendas,របៀបវារៈ
agendums,agendums
agent,ភ្នាក់ងារ
agents,ភ្នាក់ងារ
ageold,ageold
ages,មានអាយុ
agglomerated,agglomerated
agglomerating,agglomerates
agglomeration,agglomeration
agglomerations,agglomerates
agglutinative,agglutinative
aggravate,ទម្ងន់ទោស
aggravated,ធ្ងន់ធ្ងរ
aggravates,ទម្ងន់ទោស
aggravating,ទម្ងន់ទោស
aggravation,ស្ថានទម្ងន់ទោស
aggravations,ទម្ងន់ទោស
aggregate,សរុប
aggregated,សរុប
aggregates,កម្មវិធីប្រមូលផ្ដុំ
aggregating,សរុប
aggregation,សរុប
aggregations,កម្មវិធីប្រមូលផ្ដុំ
aggression,ឈ្លានពាន
aggressions,ការឈ្លានពាន
aggressive,ឈ្លានពាន
aggressively,យ៉ាងខ្លាំង
aggressiveness,ការឈ្លានពាន
aggressor,រុករាន
aggressors,ឈ្លានពាន
aggrieved,រងគ្រោះ
aggrievedly,aggrievedly
aghast,aghast
agile,ត្រ
agiler,បំលែងកូដបែប
agility,បំលែងកូដបែប
aging,ភាពចាស់
agings,agings
agio,Agios
agitate,agitation
agitated,ភ័យ
agitatedly,agitatedly
agitates,agitation
agitating,agitation
agitation,រវើរវាយ
agitations,agitation
agitator,agitation
agitators,អ្នកគាំទ្រ
agitprop,agitprop
agleam,agleam
aglow,ពុះកញ្ជ្រោល
agnostic,មិនប្រាកដ
agnosticism,agnosticism
agnostics,Agnostic
ago,មុន
agog,agog
agonies,ការឈឺចាប់
agonise,ព្រួយចិត្ត
agonised,ព្រួយចិត្ត
agonises,agonises
agonising,ព្រួយចិត្ត
agonisingly,agonizingly
agonist,agonist ដែលធ្វើ
agonists,agonist ដែលធ្វើ
agony,ឈឺចាប់
agora,agora
agoraphobia,agoraphobia
agoraphobic,agoraphobic
agouti,agouti
agrarian,កសិកម្ម
agree,យល់ព្រម
agreeable,យល់រប
agreeableness,agreeable
agreeably,យល់រប
agreed,យល់ព្រម
agreeing,យល់ព្រម
agreement,កិច្ចព្រមព្រៀង
agreements,កិច្ចព្រមព្រៀង
agrees,យល់ស្រប
agribusiness,កសិពាណិជ្ជកម្ម
agricultural,កសិកម្ម
agriculturalist,កសិកម្ម
agriculturalists,កសិកម្ម
agriculturally,កសិកម្ម
agriculture,វិស័យកសិកម្ម
agrimony,agrimony
agrochemical,agrochemical
agrochemicals,សារធាតុគីមីកសិកម្ម
agronomist,ក្សេត្រ
agronomists,ការ agronomists
agronomy,ក្សេត្រសាស្រ្ត
aground,កឿង
ague,ague
ah,មួយ
aha,AHA
ahead,នៅពេល​ខាងមុខ
ahem,ahem
ahoy,ahoy
aid,ជំនួយ
aide,ជំនួយ
aided,ជួយ
aidedecamp,aidedecamp
aider,aider
aiders,aiders
aides,ជំនួយ
aidesdecamp,aidesdecamp
aiding,ជួយ
aids,ជំនួយ
ail,ail
aileron,ailerons
ailerons,ailerons
ailing,ជំងឺ
ailment,ជំងឺ
ailments,ជំងឺ
ails,ails
aim,គោលបំណង
aimed,មានគោលបំណង
aimer,aimer
aiming,បំណង
aimless,aimless
aimlessly,aimlessly
aimlessness,aimlessness
aims,គោលបំណង
aint,aint
air,ខ្យល់
airbase,មូលដ្ឋាន
airborne,អាកាស
airbrush,airbrush
airbus,យន្តហោះ Airbus
airconditioned,airconditioned
airconditioner,ម៉ាស៊ីនត្រជាក់
airconditioning,ម៉ាស៊ីនត្រជាក់
aircraft,យន្ដហោះ
aircrew,នាវិក
aircrews,នាវិកយន្តហោះ
aire,aire
aired,ចាក់ផ្សាយ
airfield,ព្រលានយន្តហោះ
airfields,យន្តហោះ
airflow,លំហូរ​ខ្យល់
airforce,ទ័ព​ជើងអាកាស
airframe,airframe
airframes,airframe
airgun,កាំភ្លើងខ្យល់
airier,airier
airiest,airiest
airily,airily
airiness,airy
airing,ចាក់បញ្ចាំង
airings,ការដាក់បញ្ចាំងខ្សែភាពយន្ត
airless,គ្មានខ្យល់
airlift,ការដឹកជញ្ជូនតាមអាកាស
airlifted,បញ្ជូនតាមយន្តហោះ
airlifting,ការដឹកជញ្ជូនតាមអាកាស
airlifts,សេវាសង្គ្រោះ
airline,ក្រុមហ៊ុនអាកាសចរណ៍
airliner,យន្តហោះ
airliners,យន្តហោះ
airlines,ក្រុមហ៊ុនអាកាសចរណ៍
airlock,airlock
airlocks,airlocks
airmail,សមបុរតផើរតាមផ្លូវយន្ដហោហ
airman,ទ័ពអាកាសម្នាក់
airmen,ទ័ពអាកាស
airplane,យន្តហោះ
airplay,AirPlay
airport,ព្រ​លាន​យន្តហោះ
airports,ព្រលានយន្តហោះ
airraid,ការ​វាយឆ្មក់​តាមអាកាស
airs,ខ្យល់ឱកាស
airship,airship
airships,airships
airsick,airsick
airsickness,airsickness
airspace,ដែនអាកាស
airstream,airstream
airstrip,airstrip
airstrips,វាលយន្តហោះ
airtight,airtight
airtime,ម៉ោងផ្សាយ
airwave,រលកធាតុអាកាស
airwaves,រលកធាតុអាកាស
airway,បំពង់ខ្យល់
airways,ផ្លូវដង្ហើម
airworthiness,ដែលអាចហោះហើរបាន
airworthy,ដែលអាចហោះហើរបាន
airy,airy
aisle,ច្រកផ្លូវ
aisles,ច្រកផ្លូវ
aitches,aitches
ajar,ajar
akimbo,akimbo
akin,ស្រដៀងគ្នា
ala,ALA
alabama,អាឡាបាម៉ា
alabaster,ថ្មកែវ
alacarte,alacarte
alack,alack
alacrity,alacrity
aladdin,Aladdin
alanine,alanine
alarm,ជូនដំណឹង
alarmed,គួរឱ្យភ័យខ្លាច
alarming,គួរឱ្យភ័យខ្លាច
alarmingly,គួរឱ្យបារម្ភ
alarmism,គួរឱ្យភ័យខ្លាច
alarmist,ទុដ្ឋិនិយម
alarms,សំឡេងរោទិ៍
alas,alas
alaska,អាឡាស្កា
alaskan,Alaskan
alb,alb
albania,អាល់បានី
albany,Albany
albatross,albatross
albatrosses,albatross
albeit,ទោះបីជា
albinism,ដែលបាន Albin
albino,albino
album,អាល់ប៊ុម
albumen,albumen
albumin,អាល់ប៊ុយមីន
albums,អាល់ប៊ុម
alchemical,alchemical
alchemist,Alchemist
alchemists,បង្គាប់អ្នកប្រាជ្ញ
alchemy,alchemy
alcohol,ការសេពគ្រឿងស្រវឹង
alcoholic,គ្រឿងស្រវឹង
alcoholics,ស្រវឹង
alcoholism,ការញៀនសុរា
alcohols,ការសេពគ្រឿងស្រវឹង
alcove,alcove
alcoves,alcove
aldehyde,aldehydes
aldehydes,aldehydes
alder,alder
alderman,alderman
aldermen,Aldermen
aldrin,aldrin
ale,ale
alehouse,alehouse
alembic,alembic
alert,ជូនដំណឹង
alerted,ការជូនដំណឹង
alerting,ការជូនដំណឹង
alertly,alertly
alertness,នៅដឹងខ្លួន
alerts,ជូនដំណឹង
ales,ales
alfalfa,រុក្ខជាតិបន្លែ alfalfa
alfatah,alfatah
alga,algae
algae,សារាយ
algal,algal
algebra,ពិជគណិត
algebraic,ពិជគណិត
algebraical,ពិជគណិត
algebraically,ពិជគណិត
algebraist,algebraist
algebras,ពិជគណិត
algeria,អាល់ហ្សេរី
algerian,អាល់ហ្សេរី
algiers,អាល់ហ្សេ
algorithm,ក្បួនដោះស្រាយ
algorithmic,ក្បួនដោះស្រាយ
algorithmically,ក្បួនដោះស្រាយ
